ZCTA5CE20,rat_sightings,population,poverty_rate,borough,pop_white,pop_black,rats_per_1000,white_prop,black_prop,white_pct,black_pct,poverty_pct
11432,507,62892,0.1533143090093763,Queens,12128,13562,8.061438656744896,0.19283851682248934,0.21563950899955478,19.283851682248933,21.56395089995548,15.33143090093763
11433,378,37884,0.1286123336338087,Queens,1349,20869,9.977827050997782,0.03560870024284658,0.5508658008658008,3.5608700242846583,55.086580086580085,12.861233363380869
11434,272,68263,0.1362054607102492,Queens,3709,56695,3.984589016011602,0.05433397301612879,0.8305377730249184,5.433397301612879,83.05377730249184,13.620546071024918
11435,614,56826,0.1570350643586329,Queens,10248,15577,10.804913243937635,0.180339985218034,0.2741174814345546,18.033998521803397,27.411748143455462,15.70350643586329
11436,199,22527,0.1248378583888715,Queens,833,14190,8.83384383184623,0.036977848803657835,0.6299107737381808,3.6977848803657833,62.99107737381809,12.48378583888715
11691,418,69359,0.2190228441573974,Queens,26152,31642,6.02661514727721,0.3770527256736689,0.4562061160051327,37.70527256736689,45.62061160051327,21.90228441573974
11692,48,22734,0.2825290579349645,Queens,4942,14757,2.111375032990235,0.21738365443828628,0.6491158617049353,21.738365443828627,64.91158617049354,28.252905793496453
11693,55,13244,0.1799194957089694,Queens,8189,3662,4.152823920265781,0.6183177287828451,0.27650256720024163,61.83177287828451,27.650256720024164,17.99194957089694
11694,147,21489,0.1091797155581094,Queens,18436,1880,6.8407092000558425,0.8579273116478198,0.08748662106193866,85.79273116478198,8.748662106193866,10.91797155581094
11697,6,4429,0.0663806728381124,Queens,4387,33,1.3547076089410701,0.9905170467374125,0.007450891849175886,99.05170467374124,0.7450891849175886,6.63806728381124
